ID,Label,Tweet
1082,1,Battery life on the latest MacBook is a bad.
1083,1,Wish the MacBook was more affordable.
1084,0,Wish the MacBook was more affordable.
1085,0,The new MacBook Pro is incredibly fast and efficient!
1086,0,"My MacBook keeps overheating, not what I expected."
1087,0,"My MacBook keeps overheating, not what I expected."
1088,0,The new MacBook Pro is incredibly fast and efficient!
1089,0,Apple's customer service for my MacBook issue was unsatisfactory.
1090,1,"MacBook's retina display is stunning, great for design work."
1091,1,"MacBook's build quality is unmatched, feels premium."
1092,0,Wish the MacBook was more affordable.
1093,0,"MacBook's build quality is unmatched, feels premium."
1094,1,"My MacBook keeps overheating, not what I expected."
1095,1,The touch bar on the MacBook Pro is a game changer.
1096,1,Wish the MacBook was more affordable.
1097,0,Battery life on the latest MacBook is a bad.
1098,0,Frustrated with the lack of ports on my MacBook.
1099,0,"MacBook's build quality is unmatched, feels premium."
1100,1,"My MacBook keeps overheating, not what I expected."
1101,0,"MacBook's build quality is unmatched, feels premium."
1102,1,Wish the MacBook was more affordable.
1103,1,Wish the MacBook was more affordable.
1104,0,The touch bar on the MacBook Pro is a game changer.
1105,1,Battery life on the latest MacBook is a bad.
1106,1,Frustrated with the lack of ports on my MacBook.
1107,1,Frustrated with the lack of ports on my MacBook.
1108,0,"My MacBook keeps overheating, not what I expected."
1109,0,Wish the MacBook was more affordable.
1110,1,"My MacBook keeps overheating, not what I expected."
1111,1,"MacBook's retina display is stunning, great for design work."
1112,0,The touch bar on the MacBook Pro is a game changer.
1113,1,The new MacBook Pro is incredibly fast and efficient!
1114,0,"My MacBook keeps overheating, not what I expected."
1115,0,"MacBook's retina display is stunning, great for design work."
1116,1,"My MacBook keeps overheating, not what I expected."
1117,0,"Switching to MacBook has been a great experience, so user-friendly."
1118,0,"MacBook's retina display is stunning, great for design work."
1119,0,"MacBook's retina display is stunning, great for design work."
1120,1,Frustrated with the lack of ports on my MacBook.
1121,1,Wish the MacBook was more affordable.
1122,0,"MacBook's build quality is unmatched, feels premium."
1123,1,Battery life on the latest MacBook is a bad.
1124,0,"Switching to MacBook has been a great experience, so user-friendly."
1125,1,"Switching to MacBook has been a great experience, so user-friendly."
1126,1,Battery life on the latest MacBook is a bad.
1127,1,The touch bar on the MacBook Pro is a game changer.
1128,1,"My MacBook keeps overheating, not what I expected."
1129,1,Apple's customer service for my MacBook issue was unsatisfactory.
1130,0,"MacBook's build quality is unmatched, feels premium."
1131,0,Apple's customer service for my MacBook issue was unsatisfactory.
1132,1,"My MacBook keeps overheating, not what I expected."
1133,0,Frustrated with the lack of ports on my MacBook.
1134,1,The touch bar on the MacBook Pro is a game changer.
1135,0,Apple's customer service for my MacBook issue was unsatisfactory.
1136,0,Wish the MacBook was more affordable.
1137,1,The new MacBook Pro is incredibly fast and efficient!
1138,1,Wish the MacBook was more affordable.
1139,1,"My MacBook keeps overheating, not what I expected."
1140,0,The new MacBook Pro is incredibly fast and efficient!
1141,1,"MacBook's retina display is stunning, great for design work."
1142,1,"Switching to MacBook has been a great experience, so user-friendly."
1143,1,The new MacBook Pro is incredibly fast and efficient!
1144,1,The new MacBook Pro is incredibly fast and efficient!
1145,0,Wish the MacBook was more affordable.
1146,0,Battery life on the latest MacBook is a bad.
1147,1,The touch bar on the MacBook Pro is a game changer.
1148,0,Battery life on the latest MacBook is a bad.
1149,0,The new MacBook Pro is incredibly fast and efficient!
1150,0,"MacBook's retina display is stunning, great for design work."
1151,0,Wish the MacBook was more affordable.
1152,0,The touch bar on the MacBook Pro is a game changer.
1153,1,Battery life on the latest MacBook is a bad.
1154,1,Wish the MacBook was more affordable.
1155,0,"MacBook's build quality is unmatched, feels premium."
1156,0,"Switching to MacBook has been a great experience, so user-friendly."
1157,1,Frustrated with the lack of ports on my MacBook.
1158,1,The touch bar on the MacBook Pro is a game changer.
1159,0,"My MacBook keeps overheating, not what I expected."
1160,0,The touch bar on the MacBook Pro is a game changer.
1161,1,Battery life on the latest MacBook is a bad.
1162,0,"My MacBook keeps overheating, not what I expected."
1163,0,The new MacBook Pro is incredibly fast and efficient!
1164,1,"My MacBook keeps overheating, not what I expected."
1165,0,Frustrated with the lack of ports on my MacBook.
1166,0,Frustrated with the lack of ports on my MacBook.
1167,0,Apple's customer service for my MacBook issue was unsatisfactory.
1168,0,Frustrated with the lack of ports on my MacBook.
1169,0,Apple's customer service for my MacBook issue was unsatisfactory.
1170,1,Battery life on the latest MacBook is a bad.
1171,0,"MacBook's retina display is stunning, great for design work."
1172,1,Frustrated with the lack of ports on my MacBook.
1173,0,Battery life on the latest MacBook is a bad.
1174,1,Apple's customer service for my MacBook issue was unsatisfactory.
1175,1,The new MacBook Pro is incredibly fast and efficient!
1176,1,"Switching to MacBook has been a great experience, so user-friendly."
1177,0,"Switching to MacBook has been a great experience, so user-friendly."
1178,1,Wish the MacBook was more affordable.
1179,0,"My MacBook keeps overheating, not what I expected."
1180,0,The new MacBook Pro is incredibly fast and efficient!
1181,0,Frustrated with the lack of ports on my MacBook.
1182,1,Wish the MacBook was more affordable.
1183,0,"My MacBook keeps overheating, not what I expected."
1184,0,Frustrated with the lack of ports on my MacBook.
1185,1,The new MacBook Pro is incredibly fast and efficient!
1186,0,The new MacBook Pro is incredibly fast and efficient!
1187,1,Apple's customer service for my MacBook issue was unsatisfactory.
1188,1,"Switching to MacBook has been a great experience, so user-friendly."
1189,1,The touch bar on the MacBook Pro is a game changer.
1190,1,Apple's customer service for my MacBook issue was unsatisfactory.
1191,0,The new MacBook Pro is incredibly fast and efficient!
1192,1,The touch bar on the MacBook Pro is a game changer.
1193,1,Apple's customer service for my MacBook issue was unsatisfactory.
1194,1,The touch bar on the MacBook Pro is a game changer.
1195,0,The touch bar on the MacBook Pro is a game changer.
1196,1,"MacBook's retina display is stunning, great for design work."
1197,1,"MacBook's retina display is stunning, great for design work."
1198,1,The touch bar on the MacBook Pro is a game changer.
1199,0,Apple's customer service for my MacBook issue was unsatisfactory.
1200,1,The new MacBook Pro is incredibly fast and efficient!
1201,1,"MacBook's retina display is stunning, great for design work."
1202,0,The touch bar on the MacBook Pro is a game changer.
1203,0,"Switching to MacBook has been a great experience, so user-friendly."
1204,1,"MacBook's retina display is stunning, great for design work."
1205,1,The new MacBook Pro is incredibly fast and efficient!
1206,0,The touch bar on the MacBook Pro is a game changer.
1207,1,Battery life on the latest MacBook is a bad.
1208,1,Battery life on the latest MacBook is a bad.
1209,1,"Switching to MacBook has been a great experience, so user-friendly."
1210,0,"My MacBook keeps overheating, not what I expected."
1211,1,"Switching to MacBook has been a great experience, so user-friendly."
1212,0,"Switching to MacBook has been a great experience, so user-friendly."
1213,0,The touch bar on the MacBook Pro is a game changer.
1214,0,"MacBook's build quality is unmatched, feels premium."
1215,1,The new MacBook Pro is incredibly fast and efficient!
1216,1,"MacBook's retina display is stunning, great for design work."
1217,1,"My MacBook keeps overheating, not what I expected."
1218,1,Wish the MacBook was more affordable.
1219,0,The touch bar on the MacBook Pro is a game changer.
1220,0,"MacBook's retina display is stunning, great for design work."
1221,0,Apple's customer service for my MacBook issue was unsatisfactory.
1222,0,"My MacBook keeps overheating, not what I expected."
1223,0,"Switching to MacBook has been a great experience, so user-friendly."
1224,0,"MacBook's retina display is stunning, great for design work."
1225,0,"MacBook's build quality is unmatched, feels premium."
1226,0,Apple's customer service for my MacBook issue was unsatisfactory.
1227,1,"MacBook's retina display is stunning, great for design work."
1228,1,"MacBook's retina display is stunning, great for design work."
1229,1,The touch bar on the MacBook Pro is a game changer.
1230,1,The new MacBook Pro is incredibly fast and efficient!
1231,0,Apple's customer service for my MacBook issue was unsatisfactory.
1232,0,"MacBook's retina display is stunning, great for design work."
1233,1,Wish the MacBook was more affordable.
1234,1,Wish the MacBook was more affordable.
1235,1,The touch bar on the MacBook Pro is a game changer.
1236,0,The touch bar on the MacBook Pro is a game changer.
1237,1,"MacBook's build quality is unmatched, feels premium."
1238,1,Wish the MacBook was more affordable.
1239,1,"MacBook's retina display is stunning, great for design work."
1240,1,"My MacBook keeps overheating, not what I expected."
1241,0,"Switching to MacBook has been a great experience, so user-friendly."
1242,0,The touch bar on the MacBook Pro is a game changer.
1243,0,Battery life on the latest MacBook is a bad.
1244,0,"MacBook's build quality is unmatched, feels premium."
1245,0,Battery life on the latest MacBook is a bad.
1246,1,The new MacBook Pro is incredibly fast and efficient!
1247,0,"Switching to MacBook has been a great experience, so user-friendly."
1248,1,The new MacBook Pro is incredibly fast and efficient!
1249,1,The touch bar on the MacBook Pro is a game changer.
1250,0,"MacBook's retina display is stunning, great for design work."
1251,0,"Switching to MacBook has been a great experience, so user-friendly."
1252,1,"Switching to MacBook has been a great experience, so user-friendly."
1253,0,Frustrated with the lack of ports on my MacBook.
1254,0,"Switching to MacBook has been a great experience, so user-friendly."
1255,0,Battery life on the latest MacBook is a bad.
1256,1,Apple's customer service for my MacBook issue was unsatisfactory.
1257,0,"MacBook's retina display is stunning, great for design work."
1258,0,Frustrated with the lack of ports on my MacBook.
1259,1,"Switching to MacBook has been a great experience, so user-friendly."
1260,1,"Switching to MacBook has been a great experience, so user-friendly."
1261,1,Wish the MacBook was more affordable.
1262,1,"My MacBook keeps overheating, not what I expected."
1263,1,"MacBook's build quality is unmatched, feels premium."
1264,1,"My MacBook keeps overheating, not what I expected."
1265,0,The new MacBook Pro is incredibly fast and efficient!
1266,1,The new MacBook Pro is incredibly fast and efficient!
1267,0,Battery life on the latest MacBook is a bad.
1268,1,The new MacBook Pro is incredibly fast and efficient!
1269,1,Frustrated with the lack of ports on my MacBook.
1270,0,The new MacBook Pro is incredibly fast and efficient!
1271,1,"MacBook's retina display is stunning, great for design work."
1272,1,"My MacBook keeps overheating, not what I expected."
1273,0,Wish the MacBook was more affordable.
1274,0,"MacBook's build quality is unmatched, feels premium."
1275,0,"Switching to MacBook has been a great experience, so user-friendly."
1276,1,The touch bar on the MacBook Pro is a game changer.
1277,1,"MacBook's build quality is unmatched, feels premium."
1278,1,Battery life on the latest MacBook is a bad.
1279,0,Wish the MacBook was more affordable.
1280,0,Wish the MacBook was more affordable.
1281,0,"MacBook's retina display is stunning, great for design work."
1282,1,"Switching to MacBook has been a great experience, so user-friendly."
1283,0,Wish the MacBook was more affordable.
1284,1,Battery life on the latest MacBook is a bad.
1285,1,Wish the MacBook was more affordable.
1286,1,"MacBook's retina display is stunning, great for design work."
1287,1,"My MacBook keeps overheating, not what I expected."
1288,1,Battery life on the latest MacBook is a bad.
1289,1,The new MacBook Pro is incredibly fast and efficient!
1290,0,"Switching to MacBook has been a great experience, so user-friendly."
1291,0,Wish the MacBook was more affordable.
1292,1,"My MacBook keeps overheating, not what I expected."
1293,1,The touch bar on the MacBook Pro is a game changer.
1294,1,"Switching to MacBook has been a great experience, so user-friendly."
1295,1,Frustrated with the lack of ports on my MacBook.
1296,0,Apple's customer service for my MacBook issue was unsatisfactory.
1297,0,Wish the MacBook was more affordable.
1298,1,Wish the MacBook was more affordable.
1299,1,The new MacBook Pro is incredibly fast and efficient!
1300,1,Frustrated with the lack of ports on my MacBook.
1301,1,"My MacBook keeps overheating, not what I expected."
1302,0,The new MacBook Pro is incredibly fast and efficient!
1303,0,"MacBook's retina display is stunning, great for design work."
1304,0,Frustrated with the lack of ports on my MacBook.
1305,0,"My MacBook keeps overheating, not what I expected."
1306,1,Frustrated with the lack of ports on my MacBook.
1307,1,Apple's customer service for my MacBook issue was unsatisfactory.
1308,0,"MacBook's retina display is stunning, great for design work."
1309,0,Wish the MacBook was more affordable.
1310,0,The new MacBook Pro is incredibly fast and efficient!
1311,0,Frustrated with the lack of ports on my MacBook.
1312,1,Battery life on the latest MacBook is a bad.
1313,1,Apple's customer service for my MacBook issue was unsatisfactory.
1314,1,"MacBook's build quality is unmatched, feels premium."
1315,1,"MacBook's retina display is stunning, great for design work."
1316,0,Apple's customer service for my MacBook issue was unsatisfactory.
1317,1,"My MacBook keeps overheating, not what I expected."
1318,0,The touch bar on the MacBook Pro is a game changer.
1319,0,"MacBook's retina display is stunning, great for design work."
1320,0,The new MacBook Pro is incredibly fast and efficient!
1321,1,"My MacBook keeps overheating, not what I expected."
1322,0,"My MacBook keeps overheating, not what I expected."
1323,0,"MacBook's build quality is unmatched, feels premium."
1324,1,"MacBook's build quality is unmatched, feels premium."
1325,0,Frustrated with the lack of ports on my MacBook.
1326,0,"Switching to MacBook has been a great experience, so user-friendly."
1327,0,Apple's customer service for my MacBook issue was unsatisfactory.
1328,1,"My MacBook keeps overheating, not what I expected."
1329,0,Battery life on the latest MacBook is a bad.
1330,0,"Switching to MacBook has been a great experience, so user-friendly."
1331,1,The touch bar on the MacBook Pro is a game changer.
1332,0,Wish the MacBook was more affordable.
1333,0,"MacBook's retina display is stunning, great for design work."
1334,1,Apple's customer service for my MacBook issue was unsatisfactory.
1335,0,"MacBook's build quality is unmatched, feels premium."
1336,1,The new MacBook Pro is incredibly fast and efficient!
1337,1,Battery life on the latest MacBook is a bad.
1338,1,Battery life on the latest MacBook is a bad.
1339,1,Battery life on the latest MacBook is a bad.
1340,1,Frustrated with the lack of ports on my MacBook.
1341,1,The touch bar on the MacBook Pro is a game changer.
1342,1,Apple's customer service for my MacBook issue was unsatisfactory.
1343,0,"My MacBook keeps overheating, not what I expected."
1344,0,"MacBook's retina display is stunning, great for design work."
1345,1,The touch bar on the MacBook Pro is a game changer.
1346,0,Apple's customer service for my MacBook issue was unsatisfactory.
1347,1,The new MacBook Pro is incredibly fast and efficient!
1348,1,"MacBook's retina display is stunning, great for design work."
1349,0,"MacBook's retina display is stunning, great for design work."
1350,0,The new MacBook Pro is incredibly fast and efficient!
1351,0,"MacBook's retina display is stunning, great for design work."
1352,1,"MacBook's build quality is unmatched, feels premium."
1353,0,"Switching to MacBook has been a great experience, so user-friendly."
1354,1,Wish the MacBook was more affordable.
1355,0,Wish the MacBook was more affordable.
1356,1,"MacBook's retina display is stunning, great for design work."
1357,0,"MacBook's retina display is stunning, great for design work."
1358,0,Apple's customer service for my MacBook issue was unsatisfactory.
1359,0,Battery life on the latest MacBook is a bad.
1360,1,Frustrated with the lack of ports on my MacBook.
1361,0,Apple's customer service for my MacBook issue was unsatisfactory.
1362,1,"MacBook's build quality is unmatched, feels premium."
1363,0,Battery life on the latest MacBook is a bad.
1364,1,"Switching to MacBook has been a great experience, so user-friendly."
1365,1,Battery life on the latest MacBook is a bad.
1366,0,The new MacBook Pro is incredibly fast and efficient!
1367,0,"MacBook's retina display is stunning, great for design work."
1368,0,The touch bar on the MacBook Pro is a game changer.
1369,0,Frustrated with the lack of ports on my MacBook.
1370,1,Apple's customer service for my MacBook issue was unsatisfactory.
1371,1,Apple's customer service for my MacBook issue was unsatisfactory.
1372,0,"MacBook's build quality is unmatched, feels premium."
1373,0,Frustrated with the lack of ports on my MacBook.
1374,0,Frustrated with the lack of ports on my MacBook.
1375,1,The new MacBook Pro is incredibly fast and efficient!
1376,0,Wish the MacBook was more affordable.
1377,0,"Switching to MacBook has been a great experience, so user-friendly."
1378,1,The touch bar on the MacBook Pro is a game changer.
1379,0,"MacBook's retina display is stunning, great for design work."
1380,1,Wish the MacBook was more affordable.
1381,1,The new MacBook Pro is incredibly fast and efficient!
1382,1,Frustrated with the lack of ports on my MacBook.
1383,0,"MacBook's build quality is unmatched, feels premium."
1384,1,Wish the MacBook was more affordable.
1385,1,"MacBook's build quality is unmatched, feels premium."
1386,1,The new MacBook Pro is incredibly fast and efficient!
1387,1,"MacBook's build quality is unmatched, feels premium."
1388,1,Battery life on the latest MacBook is a bad.
1389,0,"My MacBook keeps overheating, not what I expected."
1390,0,Wish the MacBook was more affordable.
1391,1,Frustrated with the lack of ports on my MacBook.
1392,1,"MacBook's retina display is stunning, great for design work."
1393,0,"MacBook's retina display is stunning, great for design work."
1394,0,The new MacBook Pro is incredibly fast and efficient!
1395,0,"Switching to MacBook has been a great experience, so user-friendly."
1396,0,Wish the MacBook was more affordable.
1397,1,Battery life on the latest MacBook is a bad.
1398,1,"My MacBook keeps overheating, not what I expected."
1399,0,Apple's customer service for my MacBook issue was unsatisfactory.
1400,0,Wish the MacBook was more affordable.
1401,0,The new MacBook Pro is incredibly fast and efficient!
1402,0,Wish the MacBook was more affordable.
1403,1,"MacBook's retina display is stunning, great for design work."
1404,0,"Switching to MacBook has been a great experience, so user-friendly."
1405,1,"Switching to MacBook has been a great experience, so user-friendly."
1406,0,"MacBook's build quality is unmatched, feels premium."
1407,1,"Switching to MacBook has been a great experience, so user-friendly."
1408,0,Apple's customer service for my MacBook issue was unsatisfactory.
1409,1,"My MacBook keeps overheating, not what I expected."
1410,1,The new MacBook Pro is incredibly fast and efficient!
1411,0,Wish the MacBook was more affordable.
1412,0,Wish the MacBook was more affordable.
1413,1,The new MacBook Pro is incredibly fast and efficient!
1414,1,The new MacBook Pro is incredibly fast and efficient!
1415,1,Frustrated with the lack of ports on my MacBook.
1416,0,"MacBook's retina display is stunning, great for design work."
1417,1,The touch bar on the MacBook Pro is a game changer.
1418,1,"MacBook's retina display is stunning, great for design work."
1419,0,"My MacBook keeps overheating, not what I expected."
1420,0,Frustrated with the lack of ports on my MacBook.
1421,1,"MacBook's retina display is stunning, great for design work."
1422,1,"Switching to MacBook has been a great experience, so user-friendly."
1423,1,"My MacBook keeps overheating, not what I expected."
1424,1,"Switching to MacBook has been a great experience, so user-friendly."
1425,1,Battery life on the latest MacBook is a bad.
1426,0,"Switching to MacBook has been a great experience, so user-friendly."
1427,0,Wish the MacBook was more affordable.
1428,0,Wish the MacBook was more affordable.
1429,1,"My MacBook keeps overheating, not what I expected."
1430,1,The new MacBook Pro is incredibly fast and efficient!
1431,0,Frustrated with the lack of ports on my MacBook.
1432,0,"My MacBook keeps overheating, not what I expected."
1433,0,The touch bar on the MacBook Pro is a game changer.
1434,1,The new MacBook Pro is incredibly fast and efficient!
1435,1,"MacBook's build quality is unmatched, feels premium."
1436,1,"Switching to MacBook has been a great experience, so user-friendly."
1437,1,Battery life on the latest MacBook is a bad.
1438,0,Wish the MacBook was more affordable.
1439,0,Apple's customer service for my MacBook issue was unsatisfactory.
1440,0,Battery life on the latest MacBook is a bad.
1441,1,Frustrated with the lack of ports on my MacBook.
1442,1,Wish the MacBook was more affordable.
1443,1,"MacBook's build quality is unmatched, feels premium."
1444,1,Battery life on the latest MacBook is a bad.
1445,0,"MacBook's build quality is unmatched, feels premium."
1446,1,Battery life on the latest MacBook is a bad.
1447,1,"MacBook's build quality is unmatched, feels premium."
1448,0,Frustrated with the lack of ports on my MacBook.
1449,1,"Switching to MacBook has been a great experience, so user-friendly."
1450,1,"MacBook's retina display is stunning, great for design work."
1451,0,"My MacBook keeps overheating, not what I expected."
1452,0,"Switching to MacBook has been a great experience, so user-friendly."
1453,1,Wish the MacBook was more affordable.
1454,1,"My MacBook keeps overheating, not what I expected."
1455,1,Frustrated with the lack of ports on my MacBook.
1456,1,"My MacBook keeps overheating, not what I expected."
1457,0,"My MacBook keeps overheating, not what I expected."
1458,0,The touch bar on the MacBook Pro is a game changer.
1459,1,Wish the MacBook was more affordable.
1460,1,Frustrated with the lack of ports on my MacBook.
1461,0,Wish the MacBook was more affordable.
1462,1,Battery life on the latest MacBook is a bad.
1463,1,Battery life on the latest MacBook is a bad.
1464,1,"My MacBook keeps overheating, not what I expected."
1465,1,Battery life on the latest MacBook is a bad.
1466,0,The new MacBook Pro is incredibly fast and efficient!
1467,0,Wish the MacBook was more affordable.
1468,0,"MacBook's build quality is unmatched, feels premium."
1469,0,"Switching to MacBook has been a great experience, so user-friendly."
1470,1,Wish the MacBook was more affordable.
1471,1,"Switching to MacBook has been a great experience, so user-friendly."
1472,0,"MacBook's retina display is stunning, great for design work."
1473,0,"MacBook's retina display is stunning, great for design work."
1474,0,"My MacBook keeps overheating, not what I expected."
1475,1,"MacBook's build quality is unmatched, feels premium."
1476,0,Apple's customer service for my MacBook issue was unsatisfactory.
1477,0,Wish the MacBook was more affordable.
1478,1,"My MacBook keeps overheating, not what I expected."
1479,1,The touch bar on the MacBook Pro is a game changer.
1480,0,The touch bar on the MacBook Pro is a game changer.
1481,1,"My MacBook keeps overheating, not what I expected."
1482,0,"MacBook's build quality is unmatched, feels premium."
1483,0,Wish the MacBook was more affordable.
1484,0,"MacBook's retina display is stunning, great for design work."
1485,0,The touch bar on the MacBook Pro is a game changer.
1486,1,"MacBook's retina display is stunning, great for design work."
1487,1,The new MacBook Pro is incredibly fast and efficient!
1488,0,"Switching to MacBook has been a great experience, so user-friendly."
1489,1,"My MacBook keeps overheating, not what I expected."
1490,1,"Switching to MacBook has been a great experience, so user-friendly."
1491,0,Frustrated with the lack of ports on my MacBook.
1492,0,"MacBook's retina display is stunning, great for design work."
1493,0,"Switching to MacBook has been a great experience, so user-friendly."
1494,1,"MacBook's build quality is unmatched, feels premium."
1495,0,"MacBook's retina display is stunning, great for design work."
1496,0,Apple's customer service for my MacBook issue was unsatisfactory.
1497,1,"My MacBook keeps overheating, not what I expected."
1498,0,The new MacBook Pro is incredibly fast and efficient!
1499,1,"MacBook's retina display is stunning, great for design work."
1500,0,"MacBook's build quality is unmatched, feels premium."
1501,1,"Switching to MacBook has been a great experience, so user-friendly."
1502,0,The touch bar on the MacBook Pro is a game changer.
1503,1,"Switching to MacBook has been a great experience, so user-friendly."
1504,0,Frustrated with the lack of ports on my MacBook.
1505,1,"My MacBook keeps overheating, not what I expected."
1506,1,"My MacBook keeps overheating, not what I expected."
1507,1,Apple's customer service for my MacBook issue was unsatisfactory.
1508,1,"Switching to MacBook has been a great experience, so user-friendly."
1509,0,Frustrated with the lack of ports on my MacBook.
1510,0,The new MacBook Pro is incredibly fast and efficient!
1511,1,"MacBook's retina display is stunning, great for design work."
1512,0,Frustrated with the lack of ports on my MacBook.
1513,1,Frustrated with the lack of ports on my MacBook.
1514,0,The touch bar on the MacBook Pro is a game changer.
1515,0,Wish the MacBook was more affordable.
1516,0,"Switching to MacBook has been a great experience, so user-friendly."
1517,1,"Switching to MacBook has been a great experience, so user-friendly."
1518,0,Battery life on the latest MacBook is a bad.
1519,1,"MacBook's build quality is unmatched, feels premium."
1520,0,"My MacBook keeps overheating, not what I expected."
1521,0,"MacBook's retina display is stunning, great for design work."
1522,0,"MacBook's retina display is stunning, great for design work."
1523,0,Wish the MacBook was more affordable.
1524,1,The touch bar on the MacBook Pro is a game changer.
1525,1,Wish the MacBook was more affordable.
1526,1,Frustrated with the lack of ports on my MacBook.
1527,0,Frustrated with the lack of ports on my MacBook.
1528,0,"Switching to MacBook has been a great experience, so user-friendly."
1529,1,Frustrated with the lack of ports on my MacBook.
1530,0,Frustrated with the lack of ports on my MacBook.
1531,0,"MacBook's build quality is unmatched, feels premium."
1532,1,The new MacBook Pro is incredibly fast and efficient!
1533,0,"Switching to MacBook has been a great experience, so user-friendly."
1534,1,"MacBook's retina display is stunning, great for design work."
1535,1,"Switching to MacBook has been a great experience, so user-friendly."
1536,1,Frustrated with the lack of ports on my MacBook.
1537,1,"MacBook's retina display is stunning, great for design work."
1538,1,"MacBook's build quality is unmatched, feels premium."
1539,0,Frustrated with the lack of ports on my MacBook.
1540,0,"MacBook's build quality is unmatched, feels premium."
1541,0,"Switching to MacBook has been a great experience, so user-friendly."
1542,1,"Switching to MacBook has been a great experience, so user-friendly."
1543,1,"My MacBook keeps overheating, not what I expected."
1544,1,The new MacBook Pro is incredibly fast and efficient!
1545,1,Wish the MacBook was more affordable.
1546,1,"Switching to MacBook has been a great experience, so user-friendly."
1547,1,"MacBook's build quality is unmatched, feels premium."
1548,0,"My MacBook keeps overheating, not what I expected."
1549,1,"MacBook's retina display is stunning, great for design work."
1550,1,Frustrated with the lack of ports on my MacBook.
1551,0,"Switching to MacBook has been a great experience, so user-friendly."
1552,0,Apple's customer service for my MacBook issue was unsatisfactory.
1553,0,"Switching to MacBook has been a great experience, so user-friendly."
1554,1,"Switching to MacBook has been a great experience, so user-friendly."
1555,1,"Switching to MacBook has been a great experience, so user-friendly."
1556,0,Frustrated with the lack of ports on my MacBook.
1557,0,"MacBook's retina display is stunning, great for design work."
1558,1,The touch bar on the MacBook Pro is a game changer.
1559,0,"MacBook's build quality is unmatched, feels premium."
1560,0,The touch bar on the MacBook Pro is a game changer.
1561,0,"Switching to MacBook has been a great experience, so user-friendly."
1562,1,"Switching to MacBook has been a great experience, so user-friendly."
1563,0,The new MacBook Pro is incredibly fast and efficient!
1564,1,Battery life on the latest MacBook is a bad.
1565,0,The touch bar on the MacBook Pro is a game changer.
1566,1,Battery life on the latest MacBook is a bad.
1567,0,"My MacBook keeps overheating, not what I expected."
1568,0,"My MacBook keeps overheating, not what I expected."
1569,0,The touch bar on the MacBook Pro is a game changer.
1570,0,"MacBook's build quality is unmatched, feels premium."
1571,1,"Switching to MacBook has been a great experience, so user-friendly."
1572,0,"My MacBook keeps overheating, not what I expected."
1573,0,"My MacBook keeps overheating, not what I expected."
1574,0,Wish the MacBook was more affordable.
1575,0,"Switching to MacBook has been a great experience, so user-friendly."
1576,0,The touch bar on the MacBook Pro is a game changer.
1577,1,Wish the MacBook was more affordable.
1578,1,Frustrated with the lack of ports on my MacBook.
1579,0,Frustrated with the lack of ports on my MacBook.
1580,0,Apple's customer service for my MacBook issue was unsatisfactory.
1581,0,"My MacBook keeps overheating, not what I expected."
1582,0,"My MacBook keeps overheating, not what I expected."
1583,1,"MacBook's retina display is stunning, great for design work."
1584,1,"My MacBook keeps overheating, not what I expected."
1585,0,The new MacBook Pro is incredibly fast and efficient!
1586,0,"MacBook's build quality is unmatched, feels premium."
1587,1,"MacBook's retina display is stunning, great for design work."
1588,0,Frustrated with the lack of ports on my MacBook.
1589,1,Wish the MacBook was more affordable.
1590,0,The new MacBook Pro is incredibly fast and efficient!
1591,0,"MacBook's retina display is stunning, great for design work."
1592,1,Wish the MacBook was more affordable.
1593,1,"My MacBook keeps overheating, not what I expected."
1594,1,Wish the MacBook was more affordable.
1595,0,The touch bar on the MacBook Pro is a game changer.
1596,0,Battery life on the latest MacBook is a bad.
1597,0,Wish the MacBook was more affordable.
1598,0,The new MacBook Pro is incredibly fast and efficient!
1599,1,The touch bar on the MacBook Pro is a game changer.
1600,0,Wish the MacBook was more affordable.
1601,0,Apple's customer service for my MacBook issue was unsatisfactory.
1602,1,"MacBook's build quality is unmatched, feels premium."
1603,0,"MacBook's retina display is stunning, great for design work."
1604,1,"My MacBook keeps overheating, not what I expected."
1605,1,Frustrated with the lack of ports on my MacBook.
1606,1,"My MacBook keeps overheating, not what I expected."
1607,1,"Switching to MacBook has been a great experience, so user-friendly."
1608,0,Wish the MacBook was more affordable.
1609,1,Apple's customer service for my MacBook issue was unsatisfactory.
1610,1,"MacBook's retina display is stunning, great for design work."
1611,1,Frustrated with the lack of ports on my MacBook.
1612,0,"Switching to MacBook has been a great experience, so user-friendly."
1613,1,Battery life on the latest MacBook is a bad.
1614,1,"MacBook's retina display is stunning, great for design work."
1615,0,Wish the MacBook was more affordable.
1616,1,Frustrated with the lack of ports on my MacBook.
1617,0,The new MacBook Pro is incredibly fast and efficient!
1618,1,Wish the MacBook was more affordable.
1619,0,"Switching to MacBook has been a great experience, so user-friendly."
1620,0,"Switching to MacBook has been a great experience, so user-friendly."
1621,1,"MacBook's retina display is stunning, great for design work."
1622,1,"MacBook's build quality is unmatched, feels premium."
1623,0,Battery life on the latest MacBook is a bad.
1624,0,Frustrated with the lack of ports on my MacBook.
1625,1,Frustrated with the lack of ports on my MacBook.
1626,1,Apple's customer service for my MacBook issue was unsatisfactory.
1627,0,The touch bar on the MacBook Pro is a game changer.
1628,1,The touch bar on the MacBook Pro is a game changer.
1629,1,"Switching to MacBook has been a great experience, so user-friendly."
1630,0,Wish the MacBook was more affordable.
1631,0,Battery life on the latest MacBook is a bad.
