ID,Label,Tweet
1224,0,Not satisfied with the customer service for my iPhone.
1225,1,Miss the headphone jack on the iPhone.
1226,0,"iPhone's design is sleek and elegant, a big fan!"
1227,0,"iPhone's design is sleek and elegant, a big fan!"
1228,0,unhappy with the latest iPhone update.
1229,1,Miss the headphone jack on the iPhone.
1230,1,The camera on the iPhone is top-notch.
1231,0,unhappy with the latest iPhone update.
1232,1,Not satisfied with the customer service for my iPhone.
1233,1,"iPhone's design is sleek and elegant, a big fan!"
1234,1,Experiencing a lot of glitches with my iPhone.
1235,1,"Love my new iPhone, it's amazing!"
1236,0,Experiencing a lot of glitches with my iPhone.
1237,1,Really disappointed with my iPhone's battery life.
1238,0,"iPhone's design is sleek and elegant, a big fan!"
1239,1,Experiencing a lot of glitches with my iPhone.
1240,1,"iPhone's performance is incredible, so fast!"
1241,0,"iPhone's design is sleek and elegant, a big fan!"
1242,0,"Love my new iPhone, it's amazing!"
1243,1,"Love my new iPhone, it's amazing!"
1244,1,Really disappointed with my iPhone's battery life.
1245,0,"Love my new iPhone, it's amazing!"
1246,1,Really disappointed with my iPhone's battery life.
1247,1,"iPhone's performance is incredible, so fast!"
1248,1,Experiencing a lot of glitches with my iPhone.
1249,1,"iPhone's design is sleek and elegant, a big fan!"
1250,1,Really disappointed with my iPhone's battery life.
1251,1,"Love my new iPhone, it's amazing!"
1252,1,"Love my new iPhone, it's amazing!"
1253,1,Not satisfied with the customer service for my iPhone.
1254,0,Not satisfied with the customer service for my iPhone.
1255,1,"Switched to iPhone recently, best decision ever!"
1256,1,Experiencing a lot of glitches with my iPhone.
1257,1,"iPhone's design is sleek and elegant, a big fan!"
1258,0,Experiencing a lot of glitches with my iPhone.
1259,1,"iPhone's performance is incredible, so fast!"
1260,0,"iPhone's performance is incredible, so fast!"
1261,0,"iPhone's design is sleek and elegant, a big fan!"
1262,0,Miss the headphone jack on the iPhone.
1263,1,The camera on the iPhone is top-notch.
1264,0,"Love my new iPhone, it's amazing!"
1265,1,"Switched to iPhone recently, best decision ever!"
1266,1,The camera on the iPhone is top-notch.
1267,0,"Switched to iPhone recently, best decision ever!"
1268,1,"Love my new iPhone, it's amazing!"
1269,0,The camera on the iPhone is top-notch.
1270,1,unhappy with the latest iPhone update.
1271,1,"Love my new iPhone, it's amazing!"
1272,1,Not satisfied with the customer service for my iPhone.
1273,1,"Switched to iPhone recently, best decision ever!"
1274,1,"Love my new iPhone, it's amazing!"
1275,1,Experiencing a lot of glitches with my iPhone.
1276,0,"iPhone's performance is incredible, so fast!"
1277,0,"iPhone's design is sleek and elegant, a big fan!"
1278,1,Experiencing a lot of glitches with my iPhone.
1279,1,unhappy with the latest iPhone update.
1280,0,unhappy with the latest iPhone update.
1281,1,Experiencing a lot of glitches with my iPhone.
1282,1,Really disappointed with my iPhone's battery life.
1283,1,"Love my new iPhone, it's amazing!"
1284,1,"Love my new iPhone, it's amazing!"
1285,0,"Switched to iPhone recently, best decision ever!"
1286,0,Really disappointed with my iPhone's battery life.
1287,0,"iPhone's design is sleek and elegant, a big fan!"
1288,0,"iPhone's design is sleek and elegant, a big fan!"
1289,0,"Switched to iPhone recently, best decision ever!"
1290,1,"Love my new iPhone, it's amazing!"
1291,1,Experiencing a lot of glitches with my iPhone.
1292,0,unhappy with the latest iPhone update.
1293,1,Not satisfied with the customer service for my iPhone.
1294,1,The camera on the iPhone is top-notch.
1295,0,The camera on the iPhone is top-notch.
1296,1,"Love my new iPhone, it's amazing!"
1297,1,Experiencing a lot of glitches with my iPhone.
1298,0,Experiencing a lot of glitches with my iPhone.
1299,1,Experiencing a lot of glitches with my iPhone.
1300,0,"Switched to iPhone recently, best decision ever!"
1301,1,"iPhone's design is sleek and elegant, a big fan!"
1302,0,Experiencing a lot of glitches with my iPhone.
1303,1,Not satisfied with the customer service for my iPhone.
1304,0,Experiencing a lot of glitches with my iPhone.
1305,0,"Love my new iPhone, it's amazing!"
1306,0,"Love my new iPhone, it's amazing!"
1307,1,"iPhone's performance is incredible, so fast!"
1308,1,"Switched to iPhone recently, best decision ever!"
1309,0,"Love my new iPhone, it's amazing!"
1310,0,"Switched to iPhone recently, best decision ever!"
1311,0,Really disappointed with my iPhone's battery life.
1312,1,Miss the headphone jack on the iPhone.
1313,1,"iPhone's performance is incredible, so fast!"
1314,1,The camera on the iPhone is top-notch.
1315,0,Miss the headphone jack on the iPhone.
1316,1,Miss the headphone jack on the iPhone.
1317,0,unhappy with the latest iPhone update.
1318,1,The camera on the iPhone is top-notch.
1319,0,"iPhone's design is sleek and elegant, a big fan!"
1320,1,unhappy with the latest iPhone update.
1321,1,The camera on the iPhone is top-notch.
1322,0,The camera on the iPhone is top-notch.
1323,0,The camera on the iPhone is top-notch.
1324,1,"Love my new iPhone, it's amazing!"
1325,0,"Switched to iPhone recently, best decision ever!"
1326,0,"iPhone's design is sleek and elegant, a big fan!"
1327,0,unhappy with the latest iPhone update.
1328,1,Not satisfied with the customer service for my iPhone.
1329,1,Miss the headphone jack on the iPhone.
1330,0,Miss the headphone jack on the iPhone.
1331,0,Miss the headphone jack on the iPhone.
1332,1,Really disappointed with my iPhone's battery life.
1333,1,"iPhone's performance is incredible, so fast!"
1334,1,Really disappointed with my iPhone's battery life.
1335,1,Not satisfied with the customer service for my iPhone.
1336,1,Really disappointed with my iPhone's battery life.
1337,0,"iPhone's performance is incredible, so fast!"
1338,0,The camera on the iPhone is top-notch.
1339,1,Miss the headphone jack on the iPhone.
1340,1,unhappy with the latest iPhone update.
1341,0,Experiencing a lot of glitches with my iPhone.
1342,0,unhappy with the latest iPhone update.
1343,1,Really disappointed with my iPhone's battery life.
1344,1,"iPhone's design is sleek and elegant, a big fan!"
1345,1,The camera on the iPhone is top-notch.
1346,0,unhappy with the latest iPhone update.
1347,0,The camera on the iPhone is top-notch.
1348,1,unhappy with the latest iPhone update.
1349,0,"iPhone's performance is incredible, so fast!"
1350,0,Not satisfied with the customer service for my iPhone.
1351,0,Really disappointed with my iPhone's battery life.
1352,1,unhappy with the latest iPhone update.
1353,1,Not satisfied with the customer service for my iPhone.
1354,1,"Switched to iPhone recently, best decision ever!"
1355,1,Not satisfied with the customer service for my iPhone.
1356,1,unhappy with the latest iPhone update.
1357,0,Miss the headphone jack on the iPhone.
1358,0,The camera on the iPhone is top-notch.
1359,0,The camera on the iPhone is top-notch.
1360,0,"Love my new iPhone, it's amazing!"
1361,1,"Switched to iPhone recently, best decision ever!"
1362,1,"Love my new iPhone, it's amazing!"
1363,1,Not satisfied with the customer service for my iPhone.
1364,0,"iPhone's performance is incredible, so fast!"
1365,0,"Love my new iPhone, it's amazing!"
1366,0,The camera on the iPhone is top-notch.
1367,1,Not satisfied with the customer service for my iPhone.
1368,0,"Love my new iPhone, it's amazing!"
1369,0,The camera on the iPhone is top-notch.
1370,0,Miss the headphone jack on the iPhone.
1371,0,Not satisfied with the customer service for my iPhone.
1372,0,"Love my new iPhone, it's amazing!"
1373,0,"iPhone's performance is incredible, so fast!"
1374,1,"Love my new iPhone, it's amazing!"
1375,1,"iPhone's performance is incredible, so fast!"
1376,1,Not satisfied with the customer service for my iPhone.
1377,0,Not satisfied with the customer service for my iPhone.
1378,0,Not satisfied with the customer service for my iPhone.
1379,1,unhappy with the latest iPhone update.
1380,1,Not satisfied with the customer service for my iPhone.
1381,1,"Love my new iPhone, it's amazing!"
1382,1,unhappy with the latest iPhone update.
1383,0,Experiencing a lot of glitches with my iPhone.
1384,0,"iPhone's design is sleek and elegant, a big fan!"
1385,0,Experiencing a lot of glitches with my iPhone.
1386,0,Experiencing a lot of glitches with my iPhone.
1387,1,"iPhone's design is sleek and elegant, a big fan!"
1388,1,"iPhone's design is sleek and elegant, a big fan!"
1389,0,Not satisfied with the customer service for my iPhone.
1390,1,Really disappointed with my iPhone's battery life.
1391,0,The camera on the iPhone is top-notch.
1392,0,"Love my new iPhone, it's amazing!"
1393,0,The camera on the iPhone is top-notch.
1394,0,"Switched to iPhone recently, best decision ever!"
1395,1,The camera on the iPhone is top-notch.
1396,0,"iPhone's design is sleek and elegant, a big fan!"
1397,0,The camera on the iPhone is top-notch.
1398,0,Experiencing a lot of glitches with my iPhone.
1399,0,The camera on the iPhone is top-notch.
1400,0,"iPhone's design is sleek and elegant, a big fan!"
1401,0,unhappy with the latest iPhone update.
1402,0,The camera on the iPhone is top-notch.
1403,0,unhappy with the latest iPhone update.
1404,0,Not satisfied with the customer service for my iPhone.
1405,0,"Switched to iPhone recently, best decision ever!"
1406,1,Miss the headphone jack on the iPhone.
1407,1,"Love my new iPhone, it's amazing!"
1408,1,Experiencing a lot of glitches with my iPhone.
1409,0,"iPhone's design is sleek and elegant, a big fan!"
1410,1,Really disappointed with my iPhone's battery life.
1411,1,unhappy with the latest iPhone update.
1412,1,"iPhone's design is sleek and elegant, a big fan!"
1413,0,"iPhone's performance is incredible, so fast!"
1414,1,The camera on the iPhone is top-notch.
1415,0,Not satisfied with the customer service for my iPhone.
1416,1,"iPhone's design is sleek and elegant, a big fan!"
1417,1,"iPhone's performance is incredible, so fast!"
1418,1,Really disappointed with my iPhone's battery life.
1419,0,unhappy with the latest iPhone update.
1420,1,"iPhone's design is sleek and elegant, a big fan!"
1421,0,"Love my new iPhone, it's amazing!"
1422,0,Not satisfied with the customer service for my iPhone.
1423,1,"Love my new iPhone, it's amazing!"
1424,0,Really disappointed with my iPhone's battery life.
1425,1,"iPhone's performance is incredible, so fast!"
1426,0,"iPhone's design is sleek and elegant, a big fan!"
1427,0,Miss the headphone jack on the iPhone.
1428,0,"Switched to iPhone recently, best decision ever!"
1429,0,Really disappointed with my iPhone's battery life.
1430,1,Miss the headphone jack on the iPhone.
1431,1,"iPhone's design is sleek and elegant, a big fan!"
1432,0,Not satisfied with the customer service for my iPhone.
1433,0,unhappy with the latest iPhone update.
1434,1,Miss the headphone jack on the iPhone.
1435,1,Not satisfied with the customer service for my iPhone.
1436,0,"Love my new iPhone, it's amazing!"
1437,1,"Switched to iPhone recently, best decision ever!"
1438,0,Miss the headphone jack on the iPhone.
1439,1,Experiencing a lot of glitches with my iPhone.
1440,0,"Switched to iPhone recently, best decision ever!"
1441,1,unhappy with the latest iPhone update.
1442,0,"iPhone's design is sleek and elegant, a big fan!"
1443,0,"Love my new iPhone, it's amazing!"
1444,1,Experiencing a lot of glitches with my iPhone.
1445,0,Experiencing a lot of glitches with my iPhone.
1446,0,"Switched to iPhone recently, best decision ever!"
1447,1,The camera on the iPhone is top-notch.
1448,1,"iPhone's design is sleek and elegant, a big fan!"
1449,1,unhappy with the latest iPhone update.
1450,0,Really disappointed with my iPhone's battery life.
1451,1,Experiencing a lot of glitches with my iPhone.
1452,0,Not satisfied with the customer service for my iPhone.
1453,1,Really disappointed with my iPhone's battery life.
1454,1,"iPhone's performance is incredible, so fast!"
1455,1,"iPhone's performance is incredible, so fast!"
1456,0,"iPhone's design is sleek and elegant, a big fan!"
1457,1,"Switched to iPhone recently, best decision ever!"
1458,0,"iPhone's design is sleek and elegant, a big fan!"
1459,1,The camera on the iPhone is top-notch.
1460,1,Not satisfied with the customer service for my iPhone.
1461,1,"Switched to iPhone recently, best decision ever!"
1462,0,Not satisfied with the customer service for my iPhone.
1463,0,Experiencing a lot of glitches with my iPhone.
1464,1,Really disappointed with my iPhone's battery life.
1465,1,unhappy with the latest iPhone update.
1466,1,Experiencing a lot of glitches with my iPhone.
1467,0,"iPhone's design is sleek and elegant, a big fan!"
1468,0,unhappy with the latest iPhone update.
1469,0,"Switched to iPhone recently, best decision ever!"
1470,1,Really disappointed with my iPhone's battery life.
1471,1,"Love my new iPhone, it's amazing!"
1472,0,"iPhone's performance is incredible, so fast!"
1473,1,The camera on the iPhone is top-notch.
1474,0,unhappy with the latest iPhone update.
1475,1,"Switched to iPhone recently, best decision ever!"
1476,0,"iPhone's design is sleek and elegant, a big fan!"
1477,1,Not satisfied with the customer service for my iPhone.
1478,1,Not satisfied with the customer service for my iPhone.
1479,0,Really disappointed with my iPhone's battery life.
1480,0,Really disappointed with my iPhone's battery life.
1481,0,Really disappointed with my iPhone's battery life.
1482,1,"iPhone's performance is incredible, so fast!"
1483,0,"Love my new iPhone, it's amazing!"
1484,0,unhappy with the latest iPhone update.
1485,1,"iPhone's design is sleek and elegant, a big fan!"
1486,1,Miss the headphone jack on the iPhone.
1487,0,"iPhone's design is sleek and elegant, a big fan!"
1488,1,Not satisfied with the customer service for my iPhone.
1489,0,"iPhone's performance is incredible, so fast!"
1490,0,unhappy with the latest iPhone update.
1491,0,"iPhone's design is sleek and elegant, a big fan!"
1492,0,"Switched to iPhone recently, best decision ever!"
1493,1,Experiencing a lot of glitches with my iPhone.
1494,0,"Love my new iPhone, it's amazing!"
1495,0,Not satisfied with the customer service for my iPhone.
1496,0,Miss the headphone jack on the iPhone.
1497,1,"Love my new iPhone, it's amazing!"
1498,1,Experiencing a lot of glitches with my iPhone.
1499,1,"iPhone's performance is incredible, so fast!"
1500,0,Experiencing a lot of glitches with my iPhone.
1501,1,The camera on the iPhone is top-notch.
1502,0,Experiencing a lot of glitches with my iPhone.
1503,0,Really disappointed with my iPhone's battery life.
1504,0,Not satisfied with the customer service for my iPhone.
1505,0,The camera on the iPhone is top-notch.
1506,0,Not satisfied with the customer service for my iPhone.
1507,1,Miss the headphone jack on the iPhone.
1508,0,Really disappointed with my iPhone's battery life.
1509,1,"Love my new iPhone, it's amazing!"
1510,1,"iPhone's design is sleek and elegant, a big fan!"
1511,0,Experiencing a lot of glitches with my iPhone.
1512,1,"iPhone's design is sleek and elegant, a big fan!"
1513,0,Experiencing a lot of glitches with my iPhone.
1514,1,Really disappointed with my iPhone's battery life.
1515,1,Miss the headphone jack on the iPhone.
1516,1,The camera on the iPhone is top-notch.
1517,1,"Switched to iPhone recently, best decision ever!"
1518,1,"Love my new iPhone, it's amazing!"
1519,1,Miss the headphone jack on the iPhone.
1520,0,Miss the headphone jack on the iPhone.
1521,1,"Love my new iPhone, it's amazing!"
1522,1,"iPhone's performance is incredible, so fast!"
1523,0,"Switched to iPhone recently, best decision ever!"
1524,0,Really disappointed with my iPhone's battery life.
1525,1,"iPhone's design is sleek and elegant, a big fan!"
1526,1,unhappy with the latest iPhone update.
1527,1,Really disappointed with my iPhone's battery life.
1528,1,unhappy with the latest iPhone update.
1529,1,The camera on the iPhone is top-notch.
1530,0,"Switched to iPhone recently, best decision ever!"
1531,0,Experiencing a lot of glitches with my iPhone.
1532,0,Really disappointed with my iPhone's battery life.
1533,1,"Switched to iPhone recently, best decision ever!"
1534,1,"iPhone's design is sleek and elegant, a big fan!"
1535,1,Not satisfied with the customer service for my iPhone.
1536,0,"iPhone's performance is incredible, so fast!"
1537,0,The camera on the iPhone is top-notch.
1538,1,Not satisfied with the customer service for my iPhone.
1539,1,Miss the headphone jack on the iPhone.
1540,0,The camera on the iPhone is top-notch.
1541,0,unhappy with the latest iPhone update.
1542,1,"Love my new iPhone, it's amazing!"
1543,1,unhappy with the latest iPhone update.
1544,1,"iPhone's design is sleek and elegant, a big fan!"
1545,0,"Switched to iPhone recently, best decision ever!"
1546,0,Not satisfied with the customer service for my iPhone.
1547,0,Miss the headphone jack on the iPhone.
1548,1,"iPhone's design is sleek and elegant, a big fan!"
1549,1,"iPhone's performance is incredible, so fast!"
1550,0,The camera on the iPhone is top-notch.
1551,1,Really disappointed with my iPhone's battery life.
1552,0,Experiencing a lot of glitches with my iPhone.
1553,1,"iPhone's performance is incredible, so fast!"
1554,0,The camera on the iPhone is top-notch.
1555,1,Not satisfied with the customer service for my iPhone.
1556,1,"Switched to iPhone recently, best decision ever!"
1557,0,"iPhone's performance is incredible, so fast!"
1558,1,Really disappointed with my iPhone's battery life.
1559,1,Experiencing a lot of glitches with my iPhone.
1560,0,"Love my new iPhone, it's amazing!"
1561,0,"Love my new iPhone, it's amazing!"
1562,0,unhappy with the latest iPhone update.
1563,0,"Love my new iPhone, it's amazing!"
1564,1,Really disappointed with my iPhone's battery life.
1565,1,"Love my new iPhone, it's amazing!"
1566,0,"Love my new iPhone, it's amazing!"
1567,0,Miss the headphone jack on the iPhone.
1568,0,Not satisfied with the customer service for my iPhone.
1569,0,"Love my new iPhone, it's amazing!"
1570,0,Experiencing a lot of glitches with my iPhone.
1571,1,The camera on the iPhone is top-notch.
1572,1,unhappy with the latest iPhone update.
1573,1,Experiencing a lot of glitches with my iPhone.
1574,1,"Switched to iPhone recently, best decision ever!"
1575,1,Not satisfied with the customer service for my iPhone.
1576,0,Experiencing a lot of glitches with my iPhone.
1577,1,Miss the headphone jack on the iPhone.
1578,1,Experiencing a lot of glitches with my iPhone.
1579,0,Miss the headphone jack on the iPhone.
1580,0,Not satisfied with the customer service for my iPhone.
1581,0,unhappy with the latest iPhone update.
1582,1,"iPhone's performance is incredible, so fast!"
1583,0,"Love my new iPhone, it's amazing!"
1584,0,Not satisfied with the customer service for my iPhone.
1585,1,unhappy with the latest iPhone update.
1586,0,Experiencing a lot of glitches with my iPhone.
1587,1,Really disappointed with my iPhone's battery life.
1588,1,Not satisfied with the customer service for my iPhone.
1589,0,"iPhone's performance is incredible, so fast!"
1590,1,"iPhone's performance is incredible, so fast!"
1591,0,"iPhone's performance is incredible, so fast!"
1592,0,Really disappointed with my iPhone's battery life.
1593,0,unhappy with the latest iPhone update.
1594,0,"Love my new iPhone, it's amazing!"
1595,1,"Love my new iPhone, it's amazing!"
1596,0,Really disappointed with my iPhone's battery life.
1597,0,"iPhone's design is sleek and elegant, a big fan!"
1598,0,"iPhone's design is sleek and elegant, a big fan!"
1599,1,Experiencing a lot of glitches with my iPhone.
1600,0,Miss the headphone jack on the iPhone.
1601,0,unhappy with the latest iPhone update.
1602,0,"Love my new iPhone, it's amazing!"
1603,1,Experiencing a lot of glitches with my iPhone.
1604,0,"iPhone's design is sleek and elegant, a big fan!"
1605,0,Not satisfied with the customer service for my iPhone.
1606,0,Miss the headphone jack on the iPhone.
1607,0,"iPhone's design is sleek and elegant, a big fan!"
1608,0,"iPhone's design is sleek and elegant, a big fan!"
1609,0,"iPhone's performance is incredible, so fast!"
1610,1,"iPhone's performance is incredible, so fast!"
1611,0,"Switched to iPhone recently, best decision ever!"
1612,0,"Love my new iPhone, it's amazing!"
1613,0,"Switched to iPhone recently, best decision ever!"
1614,1,Experiencing a lot of glitches with my iPhone.
1615,0,"iPhone's design is sleek and elegant, a big fan!"
1616,1,Experiencing a lot of glitches with my iPhone.
1617,1,Not satisfied with the customer service for my iPhone.
1618,0,"Love my new iPhone, it's amazing!"
1619,1,"iPhone's performance is incredible, so fast!"
1620,0,Miss the headphone jack on the iPhone.
1621,1,Not satisfied with the customer service for my iPhone.
1622,0,"Switched to iPhone recently, best decision ever!"
1623,1,Miss the headphone jack on the iPhone.
1624,0,The camera on the iPhone is top-notch.
1625,0,"Love my new iPhone, it's amazing!"
1626,0,"Switched to iPhone recently, best decision ever!"
1627,0,The camera on the iPhone is top-notch.
1628,1,"iPhone's design is sleek and elegant, a big fan!"
1629,0,"Love my new iPhone, it's amazing!"
1630,1,"iPhone's performance is incredible, so fast!"
1631,1,Experiencing a lot of glitches with my iPhone.
1632,0,The camera on the iPhone is top-notch.
1633,1,Miss the headphone jack on the iPhone.
1634,1,Not satisfied with the customer service for my iPhone.
1635,0,unhappy with the latest iPhone update.
1636,1,"Love my new iPhone, it's amazing!"
1637,0,unhappy with the latest iPhone update.
1638,1,Really disappointed with my iPhone's battery life.
1639,0,"iPhone's performance is incredible, so fast!"
1640,1,Miss the headphone jack on the iPhone.
1641,0,"Love my new iPhone, it's amazing!"
1642,0,Really disappointed with my iPhone's battery life.
1643,0,Experiencing a lot of glitches with my iPhone.
1644,0,Miss the headphone jack on the iPhone.
1645,1,The camera on the iPhone is top-notch.
1646,1,Experiencing a lot of glitches with my iPhone.
1647,1,Miss the headphone jack on the iPhone.
1648,1,The camera on the iPhone is top-notch.
1649,0,"iPhone's performance is incredible, so fast!"
1650,0,Not satisfied with the customer service for my iPhone.
1651,1,"iPhone's design is sleek and elegant, a big fan!"
1652,0,"iPhone's performance is incredible, so fast!"
1653,0,"iPhone's design is sleek and elegant, a big fan!"
1654,0,"iPhone's performance is incredible, so fast!"
1655,0,Really disappointed with my iPhone's battery life.
1656,1,"Love my new iPhone, it's amazing!"
1657,0,"iPhone's design is sleek and elegant, a big fan!"
1658,0,Miss the headphone jack on the iPhone.
1659,0,Experiencing a lot of glitches with my iPhone.
1660,1,"Love my new iPhone, it's amazing!"
1661,1,Miss the headphone jack on the iPhone.
1662,0,Really disappointed with my iPhone's battery life.
1663,0,Miss the headphone jack on the iPhone.
1664,1,The camera on the iPhone is top-notch.
1665,0,"iPhone's design is sleek and elegant, a big fan!"
1666,1,unhappy with the latest iPhone update.
1667,0,Not satisfied with the customer service for my iPhone.
1668,1,Not satisfied with the customer service for my iPhone.
1669,1,"Love my new iPhone, it's amazing!"
1670,0,"Love my new iPhone, it's amazing!"
1671,1,Miss the headphone jack on the iPhone.
1672,1,Miss the headphone jack on the iPhone.
1673,0,Miss the headphone jack on the iPhone.
1674,1,"Love my new iPhone, it's amazing!"
1675,1,Experiencing a lot of glitches with my iPhone.
1676,0,The camera on the iPhone is top-notch.
1677,1,The camera on the iPhone is top-notch.
1678,1,The camera on the iPhone is top-notch.
1679,0,"Love my new iPhone, it's amazing!"
1680,0,"Switched to iPhone recently, best decision ever!"
1681,0,"Switched to iPhone recently, best decision ever!"
1682,0,"iPhone's design is sleek and elegant, a big fan!"
1683,1,"Switched to iPhone recently, best decision ever!"
1684,0,The camera on the iPhone is top-notch.
1685,0,Experiencing a lot of glitches with my iPhone.
1686,0,"Love my new iPhone, it's amazing!"
1687,1,Miss the headphone jack on the iPhone.
1688,1,unhappy with the latest iPhone update.
1689,1,The camera on the iPhone is top-notch.
1690,1,"Love my new iPhone, it's amazing!"
1691,0,Really disappointed with my iPhone's battery life.
1692,1,"iPhone's performance is incredible, so fast!"
1693,1,"Switched to iPhone recently, best decision ever!"
1694,1,The camera on the iPhone is top-notch.
1695,1,Not satisfied with the customer service for my iPhone.
1696,1,"Love my new iPhone, it's amazing!"
1697,0,Experiencing a lot of glitches with my iPhone.
1698,0,Miss the headphone jack on the iPhone.
1699,1,"Switched to iPhone recently, best decision ever!"
1700,0,Miss the headphone jack on the iPhone.
1701,1,"iPhone's design is sleek and elegant, a big fan!"
1702,0,unhappy with the latest iPhone update.
1703,1,The camera on the iPhone is top-notch.
1704,0,"iPhone's performance is incredible, so fast!"
1705,1,"iPhone's performance is incredible, so fast!"
1706,0,Experiencing a lot of glitches with my iPhone.
1707,1,unhappy with the latest iPhone update.
1708,1,unhappy with the latest iPhone update.
1709,1,"iPhone's performance is incredible, so fast!"
1710,0,"iPhone's design is sleek and elegant, a big fan!"
1711,1,"iPhone's performance is incredible, so fast!"
1712,0,Miss the headphone jack on the iPhone.
1713,0,unhappy with the latest iPhone update.
1714,0,Miss the headphone jack on the iPhone.
1715,0,The camera on the iPhone is top-notch.
1716,1,Not satisfied with the customer service for my iPhone.
1717,0,"Love my new iPhone, it's amazing!"
1718,1,The camera on the iPhone is top-notch.
1719,1,"Love my new iPhone, it's amazing!"
1720,0,Really disappointed with my iPhone's battery life.
1721,1,"Love my new iPhone, it's amazing!"
1722,0,Not satisfied with the customer service for my iPhone.
1723,1,Experiencing a lot of glitches with my iPhone.
1724,0,"iPhone's performance is incredible, so fast!"
1725,1,unhappy with the latest iPhone update.
1726,1,"Switched to iPhone recently, best decision ever!"
1727,0,Not satisfied with the customer service for my iPhone.
1728,0,Experiencing a lot of glitches with my iPhone.
1729,1,Miss the headphone jack on the iPhone.
1730,0,Really disappointed with my iPhone's battery life.
1731,1,"iPhone's design is sleek and elegant, a big fan!"
1732,0,Really disappointed with my iPhone's battery life.
1733,1,"Love my new iPhone, it's amazing!"
1734,0,"iPhone's performance is incredible, so fast!"
1735,1,"iPhone's design is sleek and elegant, a big fan!"
1736,0,Not satisfied with the customer service for my iPhone.
1737,1,Experiencing a lot of glitches with my iPhone.
1738,0,Miss the headphone jack on the iPhone.
1739,1,unhappy with the latest iPhone update.
1740,1,"Switched to iPhone recently, best decision ever!"
1741,0,"iPhone's design is sleek and elegant, a big fan!"
1742,1,Experiencing a lot of glitches with my iPhone.
1743,0,Miss the headphone jack on the iPhone.
1744,1,Miss the headphone jack on the iPhone.
1745,1,"Love my new iPhone, it's amazing!"
1746,0,Experiencing a lot of glitches with my iPhone.
1747,1,unhappy with the latest iPhone update.
1748,0,Really disappointed with my iPhone's battery life.
1749,1,Not satisfied with the customer service for my iPhone.
1750,0,The camera on the iPhone is top-notch.
1751,1,Experiencing a lot of glitches with my iPhone.
1752,0,Experiencing a lot of glitches with my iPhone.
1753,0,"Switched to iPhone recently, best decision ever!"
1754,0,Experiencing a lot of glitches with my iPhone.
1755,1,"iPhone's performance is incredible, so fast!"
1756,1,unhappy with the latest iPhone update.
1757,0,unhappy with the latest iPhone update.
1758,0,Not satisfied with the customer service for my iPhone.
1759,1,"iPhone's performance is incredible, so fast!"
1760,0,"iPhone's design is sleek and elegant, a big fan!"
1761,0,unhappy with the latest iPhone update.
1762,1,Really disappointed with my iPhone's battery life.
1763,0,Not satisfied with the customer service for my iPhone.
1764,0,unhappy with the latest iPhone update.
1765,0,The camera on the iPhone is top-notch.
1766,1,"Switched to iPhone recently, best decision ever!"
1767,1,"Switched to iPhone recently, best decision ever!"
1768,0,Experiencing a lot of glitches with my iPhone.
1769,1,Experiencing a lot of glitches with my iPhone.
1770,1,Experiencing a lot of glitches with my iPhone.
1771,1,"Love my new iPhone, it's amazing!"
1772,1,Miss the headphone jack on the iPhone.
1773,1,"iPhone's design is sleek and elegant, a big fan!"
1774,0,Miss the headphone jack on the iPhone.
1775,0,Experiencing a lot of glitches with my iPhone.
1776,1,"iPhone's performance is incredible, so fast!"
1777,1,The camera on the iPhone is top-notch.
1778,1,Miss the headphone jack on the iPhone.
1779,0,"iPhone's design is sleek and elegant, a big fan!"
1780,0,Not satisfied with the customer service for my iPhone.
1781,1,Experiencing a lot of glitches with my iPhone.
1782,0,Miss the headphone jack on the iPhone.
1783,0,Experiencing a lot of glitches with my iPhone.
1784,1,unhappy with the latest iPhone update.
1785,0,Really disappointed with my iPhone's battery life.
1786,0,unhappy with the latest iPhone update.
1787,1,unhappy with the latest iPhone update.
1788,0,Experiencing a lot of glitches with my iPhone.
1789,1,The camera on the iPhone is top-notch.
1790,1,unhappy with the latest iPhone update.
1791,1,Miss the headphone jack on the iPhone.
1792,1,"iPhone's performance is incredible, so fast!"
1793,1,Not satisfied with the customer service for my iPhone.
1794,0,"Love my new iPhone, it's amazing!"
1795,0,The camera on the iPhone is top-notch.
1796,0,Miss the headphone jack on the iPhone.
1797,1,Experiencing a lot of glitches with my iPhone.
1798,0,"Switched to iPhone recently, best decision ever!"
1799,1,Miss the headphone jack on the iPhone.
1800,0,Not satisfied with the customer service for my iPhone.
1801,0,"iPhone's performance is incredible, so fast!"
1802,1,unhappy with the latest iPhone update.
1803,0,Experiencing a lot of glitches with my iPhone.
1804,1,Experiencing a lot of glitches with my iPhone.
1805,1,Miss the headphone jack on the iPhone.
1806,0,unhappy with the latest iPhone update.
1807,0,unhappy with the latest iPhone update.
1808,1,"iPhone's performance is incredible, so fast!"
1809,0,"iPhone's design is sleek and elegant, a big fan!"
1810,1,"Switched to iPhone recently, best decision ever!"
1811,1,Really disappointed with my iPhone's battery life.
1812,0,unhappy with the latest iPhone update.
1813,0,Not satisfied with the customer service for my iPhone.
1814,1,"iPhone's design is sleek and elegant, a big fan!"
1815,1,Really disappointed with my iPhone's battery life.
1816,0,unhappy with the latest iPhone update.
1817,1,The camera on the iPhone is top-notch.
1818,1,Experiencing a lot of glitches with my iPhone.
